ID,genres,,,,,,,,,,
15360,documentation,,,,,,,,,,
15361,documentation,,,,,,,,,,
15362,drama,,,,,,,,,,
15363,documentation,,,,,,,,,,
15364,family, reality,,,,,,,,,
15365,documentation,,,,,,,,,,
15366,documentation,,,,,,,,,,
15367,,,,,,,,,,,
15368,reality,,,,,,,,,,
15369,,,,,,,,,,,
15370,drama, history, documentation,,,,,,,,
15371,animation,,,,,,,,,,
15372,documentation,,,,,,,,,,
15373,drama, crime,,,,,,,,,
15374,documentation,,,,,,,,,,
15375,documentation,,,,,,,,,,
15376,documentation,,,,,,,,,,
15377,documentation,,,,,,,,,,
15378,comedy,,,,,,,,,,
15379,comedy, documentation,,,,,,,,,
15380,documentation,,,,,,,,,,
15381,comedy,,,,,,,,,,
15382,documentation,,,,,,,,,,
15383,documentation,,,,,,,,,,
15384,,,,,,,,,,,
15385,documentation, family,,,,,,,,,
15386,documentation, sport,,,,,,,,,
15387,documentation,,,,,,,,,,
15388,scifi, action, animation, comedy,,,,,,,
15389,documentation,,,,,,,,,,
15390,drama, crime, thriller,,,,,,,,
15391,comedy, documentation,,,,,,,,,
15392,crime, thriller, action, drama,,,,,,,
15393,comedy,,,,,,,,,,
15394,scifi, drama, fantasy, thriller,,,,,,,
15395,comedy, history, reality,,,,,,,,
15396,fantasy, drama, romance, comedy,,,,,,,
15397,drama, sport,,,,,,,,,
15398,thriller, action, crime, history,,,,,,,
15399,scifi, action,,,,,,,,,
15400,family, comedy, thriller, scifi, animation, fantasy, horror, action, drama,,
15401,comedy, crime,,,,,,,,,
15402,drama, romance,,,,,,,,,
15403,action, scifi, comedy, animation, drama, family, thriller, fantasy,,,
15404,drama, action, sport, war,,,,,,,
15405,action, scifi, european,,,,,,,,
15406,fantasy, drama, action,,,,,,,,
15407,fantasy, scifi, action,,,,,,,,
15408,drama, horror, comedy, fantasy, romance, european,,,,,
15409,drama, history,,,,,,,,,
15410,drama, history,,,,,,,,,
15411,drama, crime, thriller, european,,,,,,,
15412,thriller, crime, action,,,,,,,,
15413,scifi, fantasy, family, action,,,,,,,
15414,fantasy, action, scifi,,,,,,,,
15415,horror, thriller, drama,,,,,,,,
15416,thriller, horror,,,,,,,,,
15417,drama, comedy,,,,,,,,,
15418,fantasy, thriller, family,,,,,,,,
15419,drama, comedy,,,,,,,,,
15420,thriller, action, scifi,,,,,,,,
15421,action, comedy, animation, family, scifi, fantasy, crime,,,,
15422,comedy, drama,,,,,,,,,
15423,drama, war,,,,,,,,,
15424,crime, thriller, drama,,,,,,,,
15425,comedy, fantasy,,,,,,,,,
15426,music, documentation, history,,,,,,,,
15427,animation, music, romance, drama,,,,,,,
15428,thriller, crime, comedy, action,,,,,,,
15429,drama, action, fantasy, horror, war,,,,,,
15430,horror, thriller,,,,,,,,,
15431,comedy,,,,,,,,,,
15432,horror, thriller,,,,,,,,,
15433,horror, comedy, romance,,,,,,,,
15434,fantasy,,,,,,,,,,
15435,drama, european,,,,,,,,,
15436,thriller, crime, scifi, action,,,,,,,
15437,comedy,,,,,,,,,,
15438,drama, war, action, fantasy, history,,,,,,
15439,drama, romance, comedy,,,,,,,,
15440,action, scifi, fantasy, animation, comedy, drama,,,,,
15441,fantasy,,,,,,,,,,
15442,drama, animation, war, history, romance,,,,,,
15443,horror, fantasy, scifi, comedy,,,,,,,
15444,action, comedy, crime, thriller,,,,,,,
15445,crime, comedy, drama,,,,,,,,
15446,comedy, crime,,,,,,,,,
15447,thriller, drama, war, action, crime,,,,,,
15448,fantasy, action, comedy, crime, scifi,,,,,,
15449,drama,,,,,,,,,,
15450,comedy, action, crime, thriller,,,,,,,
15451,comedy,,,,,,,,,,
15452,horror, drama, thriller, fantasy, european,,,,,,
15453,romance, comedy, drama,,,,,,,,
15454,drama, war, thriller, european,,,,,,,
15455,thriller, action, crime, drama,,,,,,,
15456,comedy, fantasy,,,,,,,,,
15457,documentation, comedy,,,,,,,,,
15458,comedy, crime,,,,,,,,,
15459,fantasy, thriller, animation, action, family,,,,,,
15460,drama, comedy, european,,,,,,,,
15461,fantasy, family, animation, drama,,,,,,,
15462,reality, romance,,,,,,,,,
15463,drama, crime, thriller, european,,,,,,,
15464,comedy, horror,,,,,,,,,
15465,thriller, romance, european,,,,,,,,
15466,drama, comedy, romance,,,,,,,,
15467,animation, family, documentation, comedy,,,,,,,
15468,drama, romance,,,,,,,,,
15469,drama, romance, music,,,,,,,,
15470,animation, drama, family,,,,,,,,
15471,comedy, music,,,,,,,,,
15472,animation, action,,,,,,,,,
15473,drama, thriller, action,,,,,,,,
15474,comedy,,,,,,,,,,
15475,comedy,,,,,,,,,,
15476,comedy,,,,,,,,,,
15477,drama, crime, thriller,,,,,,,,
15478,thriller, action, crime, drama, european,,,,,,
15479,comedy, animation, family,,,,,,,,
15480,romance, comedy, european,,,,,,,,
15481,comedy,,,,,,,,,,
15482,drama, history, romance,,,,,,,,
15483,action, crime, comedy, european,,,,,,,
15484,fantasy, animation, thriller, family, comedy, action,,,,,
15485,scifi,,,,,,,,,,
15486,horror, comedy,,,,,,,,,
15487,romance, comedy, drama,,,,,,,,
15488,action, crime, drama, scifi, animation,,,,,,
15489,thriller, action, crime, european,,,,,,,
15490,comedy,,,,,,,,,,
15491,scifi, fantasy, animation, comedy, family,,,,,,
15492,thriller,,,,,,,,,,
15493,action, fantasy,,,,,,,,,
15494,documentation,,,,,,,,,,
15495,comedy, reality, romance, documentation,,,,,,,
15496,documentation,,,,,,,,,,
15497,comedy, drama,,,,,,,,,
15498,drama, comedy, romance,,,,,,,,
15499,drama, action, thriller, crime,,,,,,,
15500,drama, comedy,,,,,,,,,
15501,comedy,,,,,,,,,,
15502,animation, action, comedy, family,,,,,,,
15503,comedy,,,,,,,,,,
15504,animation, action,,,,,,,,,
15505,documentation, family, reality,,,,,,,,
15506,documentation, history, war,,,,,,,,
15507,comedy, drama, thriller, action,,,,,,,
15508,thriller, drama, history, romance, crime, european,,,,,
15509,thriller, drama, horror,,,,,,,,
15510,drama, music,,,,,,,,,
15511,comedy, documentation,,,,,,,,,
15512,action, thriller,,,,,,,,,
15513,documentation, crime, history,,,,,,,,
15514,comedy,,,,,,,,,,
15515,comedy, documentation,,,,,,,,,
15516,drama, crime, thriller, european,,,,,,,
15517,reality, documentation, family,,,,,,,,
15518,comedy, drama,,,,,,,,,
15519,drama,,,,,,,,,,
15520,documentation,,,,,,,,,,
15521,action, animation,,,,,,,,,
15522,documentation, family,,,,,,,,,
15523,animation, family, comedy, european,,,,,,,
15524,action, animation,,,,,,,,,
15525,drama,,,,,,,,,,
15526,documentation, crime,,,,,,,,,
15527,action, scifi, thriller, war, animation, drama, romance,,,,
15528,action, animation, comedy, drama, family, fantasy, scifi,,,,
15529,documentation, european,,,,,,,,,
15530,action, comedy, family, fantasy, animation,,,,,,
15531,comedy,,,,,,,,,,
15532,documentation,,,,,,,,,,
15533,western, drama, thriller, european,,,,,,,
15534,documentation,,,,,,,,,,
15535,documentation,,,,,,,,,,
15536,comedy,,,,,,,,,,
15537,scifi,,,,,,,,,,
15538,comedy,,,,,,,,,,
15539,comedy,,,,,,,,,,
15540,action, crime, documentation,,,,,,,,
15541,documentation,,,,,,,,,,
15542,documentation,,,,,,,,,,
15543,documentation,,,,,,,,,,
15544,drama,,,,,,,,,,
15545,drama,,,,,,,,,,
15546,crime, action,,,,,,,,,
15547,drama, comedy, romance,,,,,,,,
15548,documentation,,,,,,,,,,
15549,comedy,,,,,,,,,,
15550,documentation,,,,,,,,,,
15551,drama, documentation,,,,,,,,,
15552,drama, crime,,,,,,,,,
15553,documentation, history,,,,,,,,,
15554,documentation,,,,,,,,,,
15555,documentation,,,,,,,,,,
15556,documentation,,,,,,,,,,
15557,documentation,,,,,,,,,,
15558,documentation,,,,,,,,,,
15559,comedy, romance, european,,,,,,,,
15560,documentation,,,,,,,,,,
15561,documentation,,,,,,,,,,
15562,documentation,,,,,,,,,,
15563,drama,,,,,,,,,,
15564,drama, family, documentation,,,,,,,,
15565,documentation,,,,,,,,,,
15566,documentation,,,,,,,,,,
15567,documentation,,,,,,,,,,
15568,documentation,,,,,,,,,,
15569,animation, fantasy, comedy,,,,,,,,
15570,documentation, sport,,,,,,,,,
15571,documentation,,,,,,,,,,
15572,music,,,,,,,,,,
15573,music,,,,,,,,,,
15574,documentation,,,,,,,,,,
15575,drama,,,,,,,,,,
15576,fantasy, action, family,,,,,,,,
15577,scifi, drama, western,,,,,,,,
15578,drama, crime,,,,,,,,,
15579,reality,,,,,,,,,,
15580,thriller, romance, comedy, crime, drama,,,,,,
15581,drama, crime,,,,,,,,,
15582,animation, comedy, drama, fantasy, thriller,,,,,,
15583,action, comedy, animation, fantasy, horror,,,,,,
15584,drama, music,,,,,,,,,
15585,action, scifi, drama, fantasy, horror, animation,,,,,
15586,fantasy, drama, scifi, action, crime,,,,,,
15587,documentation, crime,,,,,,,,,
15588,comedy, animation, history,,,,,,,,
15589,comedy, horror, thriller, action,,,,,,,
15590,comedy, crime,,,,,,,,,
15591,comedy,,,,,,,,,,
15592,fantasy, scifi, action, crime,,,,,,,
15593,drama, comedy, music,,,,,,,,
15594,scifi, animation, action, drama, fantasy, horror,,,,,
15595,action, scifi, animation, fantasy, comedy,,,,,,
15596,drama, comedy, romance,,,,,,,,
15597,action, animation, comedy, drama, scifi, fantasy, horror, romance, thriller,,
15598,comedy,,,,,,,,,,
15599,documentation, crime,,,,,,,,,
15600,drama, history,,,,,,,,,
15601,drama, thriller, action,,,,,,,,
15602,drama, scifi, horror,,,,,,,,
15603,comedy, drama, romance,,,,,,,,
15604,drama, animation, fantasy, scifi, thriller,,,,,,
15605,drama, comedy, sport,,,,,,,,
15606,thriller, horror, drama,,,,,,,,
15607,documentation,,,,,,,,,,
15608,comedy, documentation, drama,,,,,,,,
15609,horror, fantasy, european, thriller, comedy, drama,,,,,
15610,comedy, fantasy, animation, family,,,,,,,
15611,drama, european,,,,,,,,,
15612,thriller, history, crime, drama, european,,,,,,
15613,scifi, fantasy, romance, animation, action, comedy,,,,,
15614,action, crime, sport, thriller, documentation,,,,,,
15615,,,,,,,,,,,
15616,scifi, action, animation, drama, comedy, crime, fantasy,,,,
15617,drama, music,,,,,,,,,
15618,comedy, european,,,,,,,,,
15619,drama, crime, thriller, animation, action,,,,,,
15620,documentation,,,,,,,,,,
15621,documentation, music, animation,,,,,,,,
15622,comedy,,,,,,,,,,
15623,action, thriller, comedy, crime,,,,,,,
15624,documentation, animation, family, history,,,,,,,
15625,documentation, history, reality, sport,,,,,,,
15626,documentation, history, war,,,,,,,,
15627,comedy, drama, romance,,,,,,,,
15628,action, scifi, fantasy, thriller, animation,,,,,,
15629,documentation,,,,,,,,,,
15630,comedy,,,,,,,,,,
15631,romance, drama, crime,,,,,,,,
15632,crime, thriller, animation, action, drama, history,,,,,
15633,scifi, fantasy, comedy,,,,,,,,
15634,comedy, sport,,,,,,,,,
15635,comedy, drama, romance, european,,,,,,,
15636,drama, thriller, crime, european,,,,,,,
15637,action, comedy, family, scifi, animation, documentation,,,,,
15638,crime, drama,,,,,,,,,
15639,animation, comedy,,,,,,,,,
15640,comedy,,,,,,,,,,
15641,thriller, action, crime, european,,,,,,,
15642,comedy,,,,,,,,,,
15643,action, family, animation, fantasy, scifi,,,,,,
15644,drama, documentation, history,,,,,,,,
15645,scifi, comedy, crime, animation, action,,,,,,
15646,comedy, action, scifi, thriller, family, animation, fantasy,,,,
15647,reality, family,,,,,,,,,
15648,drama, european,,,,,,,,,
15649,scifi,,,,,,,,,,
15650,crime, documentation,,,,,,,,,
15651,documentation, animation, action, comedy, crime, scifi,,,,,
15652,comedy,,,,,,,,,,
15653,drama, comedy, music,,,,,,,,
15654,drama, history,,,,,,,,,
15655,comedy,,,,,,,,,,
15656,fantasy,,,,,,,,,,
15657,comedy, family, animation,,,,,,,,
15658,documentation,,,,,,,,,,
15659,comedy, drama,,,,,,,,,
15660,reality, comedy,,,,,,,,,
15661,documentation,,,,,,,,,,
15662,documentation,,,,,,,,,,
15663,thriller, drama, crime, european,,,,,,,
15664,comedy, animation, action, family, fantasy, scifi,,,,,
15665,thriller, drama,,,,,,,,,
15666,action, animation, scifi,,,,,,,,
15667,romance, horror, drama, comedy,,,,,,,
15668,comedy, drama, family,,,,,,,,
15669,drama, thriller, action, crime, european,,,,,,
15670,drama, history,,,,,,,,,
15671,thriller, drama, comedy,,,,,,,,
15672,scifi, romance, thriller, animation, drama,,,,,,
15673,comedy, drama, romance,,,,,,,,
15674,scifi, war, animation, drama,,,,,,,
15675,documentation,,,,,,,,,,
15676,thriller, fantasy, horror,,,,,,,,
15677,comedy,,,,,,,,,,
15678,documentation, european,,,,,,,,,
15679,comedy, horror,,,,,,,,,
15680,drama,,,,,,,,,,
15681,documentation, european,,,,,,,,,
15682,drama, european,,,,,,,,,
15683,comedy, documentation,,,,,,,,,
15684,documentation, european,,,,,,,,,
15685,drama, music,,,,,,,,,
15686,documentation,,,,,,,,,,
15687,scifi,,,,,,,,,,
15688,comedy,,,,,,,,,,
15689,thriller, documentation, crime, action,,,,,,,
15690,animation, scifi, action,,,,,,,,
15691,drama,,,,,,,,,,
15692,comedy, documentation, sport,,,,,,,,
15693,comedy,,,,,,,,,,
15694,scifi, action, comedy, family, fantasy, animation,,,,,
15695,documentation,,,,,,,,,,
15696,crime, thriller, european,,,,,,,,
15697,animation, comedy, family,,,,,,,,
15698,comedy, animation, family, european,,,,,,,
15699,comedy, documentation, music,,,,,,,,
15700,comedy,,,,,,,,,,
15701,documentation,,,,,,,,,,
15702,documentation, comedy, reality,,,,,,,,
15703,documentation, crime,,,,,,,,,
15704,documentation, music,,,,,,,,,
15705,documentation,,,,,,,,,,
15706,animation, family,,,,,,,,,
15707,documentation,,,,,,,,,,
15708,comedy,,,,,,,,,,
15709,crime, thriller,,,,,,,,,
15710,scifi,,,,,,,,,,
15711,documentation,,,,,,,,,,
15712,comedy, animation,,,,,,,,,
15713,documentation, european,,,,,,,,,
15714,scifi, drama, fantasy, documentation,,,,,,,
15715,comedy,,,,,,,,,,
15716,animation, action,,,,,,,,,
15717,,,,,,,,,,,
15718,comedy,,,,,,,,,,
15719,animation, action,,,,,,,,,
15720,thriller, drama, family,,,,,,,,
15721,documentation,,,,,,,,,,
15722,documentation, family,,,,,,,,,
15723,action, animation, family,,,,,,,,
15724,comedy,,,,,,,,,,
15725,comedy,,,,,,,,,,
15726,family, animation, comedy, european,,,,,,,
15727,animation, action,,,,,,,,,
15728,documentation, music,,,,,,,,,
15729,documentation,,,,,,,,,,
15730,documentation,,,,,,,,,,
15731,comedy,,,,,,,,,,
15732,thriller, documentation, crime,,,,,,,,
15733,documentation, european,,,,,,,,,
15734,documentation, war, drama, european,,,,,,,
15735,documentation,,,,,,,,,,
15736,family, animation, action, comedy,,,,,,,
15737,comedy,,,,,,,,,,
15738,documentation,,,,,,,,,,
15739,documentation, thriller, horror,,,,,,,,
15740,animation,,,,,,,,,,
15741,documentation,,,,,,,,,,
15742,documentation,,,,,,,,,,
15743,documentation,,,,,,,,,,
15744,scifi, animation, action, comedy, family, fantasy,,,,,
15745,documentation,,,,,,,,,,
15746,documentation,,,,,,,,,,
15747,documentation,,,,,,,,,,
15748,documentation,,,,,,,,,,
15749,documentation,,,,,,,,,,
15750,documentation,,,,,,,,,,
15751,documentation, drama,,,,,,,,,
15752,animation, family,,,,,,,,,
15753,documentation,,,,,,,,,,
15754,thriller,,,,,,,,,,
15755,documentation, family,,,,,,,,,
15756,comedy,,,,,,,,,,
15757,documentation,,,,,,,,,,
15758,documentation,,,,,,,,,,
15759,documentation,,,,,,,,,,
15760,documentation,,,,,,,,,,
15761,documentation,,,,,,,,,,
15762,music, documentation,,,,,,,,,
15763,drama, comedy,,,,,,,,,
15764,documentation,,,,,,,,,,
15765,documentation,,,,,,,,,,
15766,documentation,,,,,,,,,,
15767,documentation,,,,,,,,,,
15768,documentation,,,,,,,,,,
15769,documentation,,,,,,,,,,
15770,history, documentation,,,,,,,,,
15771,documentation,,,,,,,,,,
15772,documentation,,,,,,,,,,
15773,family, comedy,,,,,,,,,
15774,documentation,,,,,,,,,,
15775,crime, thriller, action, drama, european,,,,,,
15776,,,,,,,,,,,
15777,,,,,,,,,,,
15778,,,,,,,,,,,
15779,,,,,,,,,,,
15780,,,,,,,,,,,
15781,documentation, music,,,,,,,,,
15782,documentation,,,,,,,,,,
15783,documentation,,,,,,,,,,
15784,documentation,,,,,,,,,,
15785,comedy,,,,,,,,,,
15786,comedy,,,,,,,,,,
15787,documentation,,,,,,,,,,
15788,crime, drama, action, comedy,,,,,,,
15789,drama, fantasy, family,,,,,,,,
15790,comedy, family, fantasy, animation, european,,,,,,
15791,comedy,,,,,,,,,,
15792,drama,,,,,,,,,,
15793,drama, family, romance, european,,,,,,,
15794,scifi, thriller, action, drama,,,,,,,
15795,drama, comedy, romance,,,,,,,,
15796,scifi, animation, action,,,,,,,,
15797,drama, history, thriller, war, action, european,,,,,
15798,drama, crime,,,,,,,,,
15799,comedy, crime, fantasy, horror,,,,,,,
15800,comedy, crime, family, animation, action, scifi, fantasy, romance, european,,
15801,comedy, animation, family, crime, european,,,,,,
15802,drama, thriller, crime,,,,,,,,
15803,scifi, crime, drama, fantasy, action,,,,,,
15804,crime, drama, thriller,,,,,,,,
15805,horror, fantasy, thriller,,,,,,,,
15806,comedy, action, crime, thriller,,,,,,,
15807,fantasy, scifi, action,,,,,,,,
15808,comedy,,,,,,,,,,
15809,drama, crime,,,,,,,,,
15810,drama,,,,,,,,,,
15811,comedy,,,,,,,,,,
15812,comedy,,,,,,,,,,
15813,fantasy, action, scifi,,,,,,,,
15814,scifi, action, comedy, drama, fantasy, animation,,,,,
15815,thriller, drama, action, crime,,,,,,,
15816,fantasy, scifi, war, action,,,,,,,
15817,thriller, horror,,,,,,,,,
15818,fantasy, action, scifi,,,,,,,,
15819,thriller, fantasy, action, drama,,,,,,,
15820,drama, history, war, action,,,,,,,
15821,drama, sport, european,,,,,,,,
15822,scifi, thriller, crime, action, drama,,,,,,
15823,comedy,,,,,,,,,,
15824,action, scifi,,,,,,,,,
15825,thriller, crime, drama, european,,,,,,,
15826,comedy, family, animation, drama,,,,,,,
15827,comedy,,,,,,,,,,
15828,horror, thriller,,,,,,,,,
15829,war, drama, history, european,,,,,,,
15830,drama, comedy, horror, scifi, thriller, fantasy,,,,,
15831,comedy, drama,,,,,,,,,
15832,thriller, drama, scifi,,,,,,,,
15833,documentation,,,,,,,,,,
15834,comedy, family, fantasy, scifi, animation, action,,,,,
15835,fantasy, horror, animation, action,,,,,,,
15836,thriller,,,,,,,,,,
15837,fantasy, romance, animation, comedy, family,,,,,,
15838,comedy, fantasy, horror, scifi, animation,,,,,,
15839,comedy, sport,,,,,,,,,
15840,comedy, animation,,,,,,,,,
15841,comedy, documentation,,,,,,,,,
15842,crime, documentation,,,,,,,,,
15843,documentation,,,,,,,,,,
15844,drama, thriller,,,,,,,,,
15845,drama, thriller,,,,,,,,,
15846,documentation,,,,,,,,,,
15847,thriller, crime, drama,,,,,,,,
15848,animation, action, scifi,,,,,,,,
15849,action, animation, thriller, horror, family, crime, fantasy, history,,,
15850,romance, thriller, horror, scifi, drama,,,,,,
15851,animation, sport, comedy, family, fantasy,,,,,,
15852,documentation,,,,,,,,,,
15853,family, animation, comedy,,,,,,,,
15854,documentation, comedy, history,,,,,,,,
15855,scifi, family, fantasy, animation, comedy, reality,,,,,
15856,drama, horror,,,,,,,,,
15857,comedy,,,,,,,,,,
